Rank,Model,Overall_Price_RMSE,Overall_Price_MAE,Overall_Price_MAPE_Percent,Overall_Price_NRMSE_Range,Overall_Price_R2,Overall_Return_R2,Overall_Directional_Accuracy_Percent,Always_Up_Accuracy_Percent,Overall_RMSE_Skill_vs_Persistence,Overall_MAE_Skill_vs_Persistence,H1_Price_RMSE,Best_Model
1,KNN,1730.2876503871141,1167.8191025871724,1.3649172350465117,0.021184515229343805,0.9927116969368727,-0.0015951681917842908,63.030729533192584,64.64930799906169,0.052591351672191866,0.0624901093509298,838.281771862863,True
2,SVR,1772.9530362937535,1201.4325619857336,1.3907726995704033,0.021706882430717993,0.9923478359766176,-0.030861170621157008,64.67276565798733,64.64930799906169,0.029230174943484344,0.03550566409286826,845.689044380689,False
3,Ridge,1776.581908050304,1204.8859123760556,1.3946087233090785,0.021751311973386683,0.9923164790937502,-0.035082886867773055,64.64930799906169,64.64930799906169,0.027243207929612767,0.03273335959842116,844.0511484422819,False
4,XGBoost,1777.6673263287887,1204.0914228110753,1.396783860365104,0.021764601127964894,0.9923070875969165,-0.03889621158690848,64.06286652592071,64.64930799906169,0.026648893646748162,0.03337116542257357,845.1084863212775,False
